🌡️平均気温の合計(℃),🏢都道府県,🏙️市区町村,☔降水量の合計(mm),💨平均風速(m/s),🧭最多風向(8方位),⚪未使用1,⚪未使用2,🌡️平均気温(℃),❄️降雪量合計(cm),💧平均湿度(％),☁️平均雲量(10分比),♨️平均蒸気圧(hPa),🔄平均現地気圧(hPa),☀️日照時間(時間),🌨️雪日数(日),⚡雷日数(日),🌫️霧日数(日)
2016-03,新潟県,新潟市,41.5,2.8,↘️北西,,0,6.9,6,69,7.3,6.8,1019.8,157.6,9,1,2
2016-04,新潟県,新潟市,120.5,3.3,↖️南東,,0,12.4,0,68,7.4,9.7,1013.6,198.5,1,0,2
2016-05,新潟県,新潟市,90.0,3.2,↖️南東,,0,18.4,0,68,7.3,14.1,1012.2,224.5,0,2,2
2016-06,新潟県,新潟市,73.5,2.8,⬇️北,,0,21.4,0,74,8.4,19.0,1008.7,193.2,0,4,0
2016-07,新潟県,新潟市,194.5,2.6,⬆️南,,0,24.6,0,79,8.4,24.4,1009.2,152.0,0,2,0
2016-08,新潟県,新潟市,85.0,2.8,↖️南東,,0,27.0,0,74,5.1,26.1,1004.6,271.9,0,0,0
2016-09,新潟県,新潟市,127.0,2.4,↖️南東,,0,23.4,0,79,8.1,22.7,1013.0,130.5,0,2,1
2016-10,新潟県,新潟市,99.0,2.6,⬆️南,,0,16.4,0,72,7.2,13.8,1018.0,134.1,0,0,1
2016-11,新潟県,新潟市,89.5,3.2,⬆️南,,0,9.9,0,72,7.7,8.9,1019.8,106.5,0,0,0
2016-12,新潟県,新潟市,179.5,3.7,⬆️南,,0,6.4,2,77,8.4,7.6,1018.8,64.4,11,4,0
2017-01,新潟県,新潟市,161.0,3.8,↘️北西,,0,3.1,65,79,9.1,6.0,1016.2,52.5,21,4,0
2017-02,新潟県,新潟市,95.0,4.2,➡️西,,0,3.3,15,70,8.2,5.4,1015.6,72.9,20,0,0
2017-03,新潟県,新潟市,69.0,3.0,⬆️南,,0,6.1,6,69,8.1,6.4,1015.5,144.2,9,1,0
2017-04,新潟県,新潟市,99.5,3.3,⬆️南,,0,11.6,0,68,6.5,9.2,1012.7,192.7,0,1,4
2017-05,新潟県,新潟市,56.0,2.7,⬆️南,,0,17.7,0,69,6.4,13.9,1012.1,234.1,0,5,0
2017-06,新潟県,新潟市,48.0,2.7,⬇️北,,0,19.0,0,76,8.1,16.7,1008.7,177.9,0,3,0
2017-07,新潟県,新潟市,443.0,2.4,⬆️南,,0,25.9,0,81,7.0,26.8,1008.4,197.7,0,4,0
2017-08,新潟県,新潟市,258.0,2.8,↖️南東,,0,26.2,0,77,8.2,26.2,1006.7,171.6,0,3,0
2017-09,新潟県,新潟市,95.5,2.8,⬆️南,,0,21.7,0,75,6.6,19.3,1011.3,190.2,0,2,0
2017-10,新潟県,新潟市,150.5,2.9,↖️南東,,0,16.4,0,77,8.9,14.5,1018.5,75.0,0,0,1
2017-11,新潟県,新潟市,231.5,3.1,⬆️南,,0,9.1,0,76,7.5,8.8,1018.1,91.6,4,5,0
2017-12,新潟県,新潟市,329.5,4.1,↘️北西,,0,3.9,13,80,9.2,6.5,1016.9,42.1,23,3,0
2018-01,新潟県,新潟市,206.0,3.9,↘️北西,,0,1.7,160,79,9.1,5.5,1015.3,54.5,24,6,1
2018-02,新潟県,新潟市,108.5,3.4,⬆️南,,0,1.4,92,79,8.6,5.3,1017.8,83.9,24,4,3
2018-03,新潟県,新潟市,111.0,3.8,⬆️南,,0,7.5,0,66,6.6,6.9,1018.3,175.1,3,0,0
2018-04,新潟県,新潟市,139.5,3.0,➡️西,,0,12.7,0,72,7.1,10.4,1014.5,175.5,1,2,1
2018-05,新潟県,新潟市,139.0,2.8,↗️南西,,0,17.0,0,74,7.5,14.2,1011.2,164.3,0,4,1
2018-06,新潟県,新潟市,66.5,2.6,↖️南東,,0,21.1,0,75,7.9,18.7,1008.6,189.1,0,1,0
2018-07,新潟県,新潟市,42.0,2.7,↗️南西,,0,27.4,0,75,7.3,27.2,1009.4,262.5,0,1,0
2018-08,新潟県,新潟市,278.0,2.6,⬆️南,,0,26.6,0,76,7.2,26.5,1008.3,186.1,0,6,0
2018-09,新潟県,新潟市,248.5,2.8,↖️南東,,0,21.8,0,80,8.6,20.9,1012.7,113.9,0,0,2
2018-10,新潟県,新潟市,154.0,3.0,↖️南東,,0,17.2,0,75,7.5,14.8,1015.8,141.6,0,4,0
2018-11,新潟県,新潟市,97.0,2.5,↗️南西,,0,11.6,0,78,7.9,10.7,1020.4,95.7,0,2,0
2018-12,新潟県,新潟市,205.5,3.9,↘️北西,,0,5.9,12,75,8.8,7.1,1019.7,56.6,11,5,0
2019-01,新潟県,新潟市,150.0,3.8,↘️北西,,0,3.0,52,75,9.3,5.6,1018.0,51.9,26,4,0
2019-02,新潟県,新潟市,65.5,3.2,⬆️南,,0,4.0,30,72,8.7,5.9,1019.6,73.1,18,0,0
2019-03,新潟県,新潟市,92.0,3.1,⬆️南,,0,7.2,2,69,7.5,7.0,1013.9,154.2,5,3,0
2019-04,新潟県,新潟市,107.5,2.9,↘️北西,,0,10.8,0,67,7.6,8.6,1013.5,173.9,3,0,0
2019-05,新潟県,新潟市,62.0,2.9,⬆️南,,0,18.0,0,63,5.4,12.7,1012.4,312.3,0,0,1
2019-06,新潟県,新潟市,174.5,2.7,↖️南東,,0,20.8,0,77,8.0,18.8,1006.6,185.2,0,2,1
2019-07,新潟県,新潟市,73.5,2.7,↖️南東,,0,25.2,0,77,8.5,24.8,1008.0,172.0,0,0,0
2019-08,新潟県,新潟市,177.0,2.8,↖️南東,,0,27.5,0,79,6.8,28.7,1007.7,244.1,0,2,0
2019-09,新潟県,新潟市,30.5,2.6,↖️南東,,0,23.4,0,74,7.5,21.6,1014.9,161.9,0,0,1
2019-10,新潟県,新潟市,188.5,3.0,↖️南東,,0,17.7,0,77,7.9,15.6,1016.3,122.2,0,0,2
2019-11,新潟県,新潟市,137.0,3.2,↗️南西,,0,11.0,1,72,7.8,9.5,1019.3,104.9,3,1,1
2019-12,新潟県,新潟市,94.0,3.4,⬆️南,,0,6.6,0,74,8.6,7.2,1020.1,76.9,8,3,0
2020-01,新潟県,新潟市,146.0,3.3,⬆️南,,0,5.2,0,77,9.2,6.8,1017.7,60.7,11,2,1
2020-02,新潟県,新潟市,102.0,3.6,⬆️南,,0,5.0,4,75,8.9,6.7,1019.7,74.8,15,1,0
2020-03,新潟県,新潟市,121.0,3.3,➡️西,,0,7.9,0,69,7.3,7.4,1014.5,161.0,7,4,0
2020-04,新潟県,新潟市,108.0,3.4,⬆️南,,0,10.1,0,69,6.4,8.4,1013.7,167.6,1,1,0
2020-05,新潟県,新潟市,82.0,2.7,↖️南東,,0,17.2,0,74,7.2,14.3,1010.9,206.2,0,1,0
2020-06,新潟県,新潟市,80.5,2.5,↖️南東,,0,22.3,0,75,7.2,20.0,1007.1,205.6,0,1,0
2020-07,新潟県,新潟市,649.5,2.2,⬆️南,,0,23.6,0,88,9.5,25.5,1007.9,75.3,0,3,1
2020-08,新潟県,新潟市,101.5,2.2,⬆️南,,0,27.7,0,79,6.5,29.0,1010.4,227.3,0,2,1
2020-09,新潟県,新潟市,250.5,3.2,↖️南東,,0,24.4,0,75,7.7,22.9,1011.3,167.3,0,2,0
2020-10,新潟県,新潟市,108.5,2.7,⬆️南,,0,16.4,0,73,7.9,13.7,1017.3,120.5,0,2,0
2020-11,新潟県,新潟市,124.5,2.7,⬆️南,,0,11.4,0,73,8.1,9.9,1020.6,96.7,2,2,0
2020-12,新潟県,新潟市,203.5,3.7,↘️北西,,0,5.2,9,80,9.2,7.2,1017.6,45.5,13,3,0
2021-01,新潟県,新潟市,247.5,3.4,⬆️南,,0,1.9,148,81,8.8,5.7,1017.9,50.2,21,3,3
2021-02,新潟県,新潟市,97.5,4.1,↘️北西,,0,4.4,32,71,7.9,6.1,1015.8,104.3,17,3,0
2021-03,新潟県,新潟市,77.5,3.1,⬆️南,,0,8.5,0,69,7.3,7.7,1018.4,152.5,2,0,0
2021-04,新潟県,新潟市,109.5,3.1,↘️北西,,0,11.4,0,68,6.2,9.1,1018.1,218.0,0,0,1
2021-05,新潟県,新潟市,114.0,3.0,➡️西,,0,16.9,0,75,7.7,14.3,1009.2,178.1,0,2,1
2021-06,新潟県,新潟市,84.5,2.3,⬇️北,,0,21.5,0,78,8.1,19.8,1009.2,212.8,0,3,0
2021-07,新潟県,新潟市,226.5,2.4,↖️南東,,0,26.1,0,82,6.7,27.3,1009.3,242.5,0,5,0
2021-08,新潟県,新潟市,163.5,2.6,↖️南東,,0,26.7,0,79,8.1,27.4,1008.9,170.4,0,3,0
2021-09,新潟県,新潟市,121.5,3.1,↖️南東,,0,22.3,0,73,6.7,19.4,1013.6,190.9,0,3,0
2021-10,新潟県,新潟市,152.5,2.5,⬆️南,,0,17.2,0,76,7.8,15.2,1018.7,127.6,0,2,1
2021-11,新潟県,新潟市,282.5,3.4,↗️南西,,0,11.5,0,77,7.5,10.5,1016.1,120.3,0,7,0
2021-12,新潟県,新潟市,275.0,3.8,⬆️南,,0,5.3,20,80,8.7,7.3,1016.8,59.2,11,6,3
2022-01,新潟県,新潟市,120.5,3.9,↘️北西,,0,2.5,36,74,9.1,5.4,1017.0,69.6,27,3,0
2022-02,新潟県,新潟市,109.5,3.5,⬆️南,,0,2.5,32,75,9.2,5.5,1017.8,63.3,22,2,0
2022-03,新潟県,新潟市,87.5,3.0,⬆️南,,0,7.3,0,71,8.0,7.2,1015.8,137.2,2,1,0
2022-04,新潟県,新潟市,107.0,2.4,⬆️南,,0,12.5,0,69,6.2,10.0,1016.6,199.5,1,0,0
2022-05,新潟県,新潟市,89.5,2.6,⬆️南,,0,17.5,0,66,6.0,13.1,1012.2,255.5,0,1,0
2022-06,新潟県,新潟市,172.5,2.9,↗️南西,,0,21.7,0,76,8.1,19.9,1009.3,181.8,0,4,0
2022-07,新潟県,新潟市,223.5,2.3,⬆️南,,0,26.6,0,79,7.3,27.4,1006.9,239.7,0,4,1
2022-08,新潟県,新潟市,280.5,2.4,⬆️南,,0,26.6,0,79,8.6,27.4,1007.5,139.5,0,5,1
2022-09,新潟県,新潟市,123.0,2.7,↖️南東,,0,23.8,0,77,7.8,22.5,1012.9,177.2,0,0,1
2022-10,新潟県,新潟市,117.5,2.2,⬆️南,,0,15.8,0,77,7.4,14.0,1019.4,130.1,0,2,0
2022-11,新潟県,新潟市,171.0,2.6,⬆️南,,0,12.2,0,77,7.5,10.8,1018.7,121.4,0,2,0
2022-12,新潟県,新潟市,400.0,3.9,↗️南西,,0,4.7,94,84,9.5,7.2,1015.4,36.9,14,7,0
2023-01,新潟県,新潟市,149.0,3.8,↘️北西,,0,2.9,54,78,8.9,5.9,1017.6,54.4,24,4,1
2023-02,新潟県,新潟市,109.0,3.2,↘️北西,,0,3.5,39,74,8.7,5.9,1021.3,69.7,17,2,0
2023-03,新潟県,新潟市,85.0,2.7,⬆️南,,0,9.2,0,67,5.8,7.7,1019.8,213.3,0,0,0
2023-04,新潟県,新潟市,76.5,3.0,➡️西,,0,12.7,0,66,6.5,9.7,1014.8,195.1,1,0,0
2023-05,新潟県,新潟市,167.5,2.4,⬇️北,,0,16.9,0,74,6.8,14.1,1013.9,222.0,0,0,1
2023-06,新潟県,新潟市,182.5,2.7,⬆️南,,0,22.1,0,78,8.1,20.5,1008.3,178.1,0,1,0
2023-07,新潟県,新潟市,172.5,2.3,⬆️南,,0,26.5,0,80,6.7,27.4,1009.6,224.5,0,1,0
2023-08,新潟県,新潟市,2.0,3.2,↖️南東,,0,30.6,0,69,4.6,29.7,1007.5,326.1,0,5,0
2023-09,新潟県,新潟市,192.5,2.3,↖️南東,,0,25.8,0,77,8.2,25.6,1011.9,142.8,0,5,0
2023-10,新潟県,新潟市,180.0,2.6,⬆️南,,0,16.7,0,76,7.6,14.3,1014.9,150.7,0,7,0
2023-11,新潟県,新潟市,233.5,3.6,⬆️南,,0,12.1,0,75,7.1,10.8,1016.9,111.1,0,5,0
2023-12,新潟県,新潟市,316.0,3.1,⬆️南,,0,6.0,48,82,8.7,7.8,1019.3,56.2,11,4,0
2024-01,新潟県,新潟市,180.0,3.4,⬆️南,,0,4.3,24,79,8.9,6.6,1018.0,72.0,15,5,0
2024-02,新潟県,新潟市,114.5,2.7,⬆️南,,0,4.8,1,75,8.4,6.5,1022.1,70.1,18,1,0
2024-03,新潟県,新潟市,168.0,3.5,⬆️南,,0,6.0,5,73,7.9,6.9,1014.8,114.3,0,0,0
2024-04,新潟県,新潟市,54.0,2.4,⬇️北,,0,13.7,0,72,0,11.3,1014.7,204.6,0,1,1
2024-05,新潟県,新潟市,128.0,2.5,⬆️南,,0,17.1,0,71,0,13.4,1013.3,210.8,0,1,0
2024-06,新潟県,新潟市,57.0,2.2,⬆️南,,0,22.2,0,75,0,20.0,1008.7,226.4,0,2,0
2024-07,新潟県,新潟市,376.5,2.9,➡️西,,0,26.2,0,83,0,28.2,1008.2,99.4,0,10,0
2024-08,新潟県,新潟市,42.0,2.1,⬇️北,,0,28.0,0,80,0,30.1,1007.4,197.1,0,6,0
2024-09,新潟県,新潟市,292.0,2.1,⬆️南,,0,25.0,0,80,0,25.6,1012.8,142.8,0,6,0
2024-10,新潟県,新潟市,144.5,2.4,↖️南東,,0,18.7,0,77,0,16.6,1018.6,142.3,0,0,0
2024-11,新潟県,新潟市,246.5,2.8,↗️南西,,0,11.5,0,76,0,10.4,1018.8,106.7,2,5,0
2024-12,新潟県,新潟市,262.5,3.7,↗️南西,,0,4.9,6,81,0,7.0,1014.7,43.1,24,6,0
2025-01,新潟県,新潟市,291.0,3.1,⬆️南,,0,3.4,37,83,0,6.4,1016.8,58.7,26,13,0
2025-02,新潟県,新潟市,112.0,3.8,↘️北西,,0,2.9,90,74,0,5.5,1015.1,84.8,25,4,0
2025-03,新潟県,新潟市,68.0,3.5,⬆️南,,0,7.6,0,69,0,7.3,1016.2,125.0,15,0,0
2025-04,新潟県,新潟市,91.0,3.3,➡️西,,0,12.3,0,74,0,10.5,1011.7,132.9,0,5,0
2025-05,新潟県,新潟市,50.5,3.4,↖️南東,,0,15.2,0,72,0,12.2,1010.2,66.0,0,0,0
1986-05,宮城県,仙台市,145.0,3.6,↖️南東,,0,14.5,0,68,6.6,11.2,1005.0,208.5,0,1,1
1986-06,宮城県,仙台市,125.0,2.6,↖️南東,,0,17.4,0,78,7.8,15.4,1005.4,147.3,0,0,8
1986-07,宮城県,仙台市,192.0,2.5,↖️南東,,0,20.1,0,83,8.3,19.5,1005.8,104.3,0,1,4
1986-08,宮城県,仙台市,422.0,2.6,↖️南東,,0,23.6,0,81,8.5,23.5,1005.0,137.4,0,1,7
1986-09,宮城県,仙台市,64.5,3.0,⬇️北,,0,21.1,0,72,6.7,18.2,1007.5,150.6,0,0,2
1986-10,宮城県,仙台市,99.5,3.5,⬇️北,,0,13.1,0,71,6.8,11.1,1012.5,118.5,0,0,1
1986-11,宮城県,仙台市,35.5,3.9,↘️北西,,0,7.8,0,63,5.5,6.9,1014.8,142.7,5,0,0
1986-12,宮城県,仙台市,25.0,4.0,↘️北西,,0,5.0,7,59,5.9,5.2,1012.3,149.1,10,0,0
1987-01,宮城県,仙台市,23.0,4.1,↘️北西,,0,1.0,28,62,5.6,4.2,1011.0,145.8,27,0,0
1987-02,宮城県,仙台市,30.0,4.1,↘️北西,,0,1.9,42,63,5.6,4.6,1009.3,144.8,18,0,0
1987-03,宮城県,仙台市,74.0,4.3,↘️北西,,0,4.5,4,65,6.8,5.7,1008.9,172.5,15,0,4
1987-04,宮城県,仙台市,8.0,3.8,↘️北西,,0,9.3,0,61,5.7,7.3,1011.6,245.7,4,0,3
1987-05,宮城県,仙台市,100.0,3.2,↖️南東,,0,14.9,0,68,6.2,11.5,1008.9,213.2,0,2,4
1987-06,宮城県,仙台市,69.0,2.8,↖️南東,,0,18.8,0,75,6.7,16.1,1005.6,204.3,0,1,6
1987-07,宮城県,仙台市,150.5,2.7,⬆️南,,0,23.1,0,80,8.1,22.4,1003.1,118.6,0,3,8
1987-08,宮城県,仙台市,164.5,2.6,⬆️南,,0,23.3,0,84,8.3,24.1,1005.4,114.0,0,5,5
1987-09,宮城県,仙台市,141.0,3.4,⬇️北,,0,20.3,0,79,7.5,19.2,1010.6,116.3,0,1,5
1987-10,宮城県,仙台市,21.0,3.2,↘️北西,,0,15.3,0,70,5.8,12.5,1012.9,163.1,0,0,3
1987-11,宮城県,仙台市,40.0,3.9,↘️北西,,0,9.0,0,63,5.7,7.6,1014.5,144.5,4,1,0
1987-12,宮城県,仙台市,16.5,3.7,↘️北西,,0,4.8,6,65,5.6,5.7,1013.4,148.2,14,0,0
1988-01,宮城県,仙台市,35.5,3.4,↘️北西,,0,2.5,32,66,6.9,4.9,1010.0,136.6,19,0,0
1988-02,宮城県,仙台市,6.5,4.1,↘️北西,,0,-0.1,8,59,5.6,3.6,1012.1,172.9,23,0,0
1988-03,宮城県,仙台市,94.0,4.2,↘️北西,,0,4.1,2,61,7.2,5.0,1011.1,152.2,12,0,0
1988-04,宮城県,仙台市,101.5,3.8,↖️南東,,0,10.2,6,62,6.5,7.8,1010.7,197.0,1,0,1
1988-05,宮城県,仙台市,90.5,3.6,↖️南東,,0,14.3,0,68,7.2,11.1,1006.2,175.3,0,2,5
1988-06,宮城県,仙台市,183.5,3.0,↖️南東,,0,18.2,0,82,8.8,16.9,1003.7,102.6,0,2,8
1988-07,宮城県,仙台市,237.5,2.6,↖️南東,,0,18.6,0,87,9.6,18.7,1005.6,31.9,0,0,5
1988-08,宮城県,仙台市,281.0,2.9,↖️南東,,0,24.5,0,88,8.6,27.2,1004.9,97.4,0,3,9
1988-09,宮城県,仙台市,284.0,3.1,↘️北西,,0,19.8,0,81,8.6,18.9,1008.5,71.2,0,1,1
1988-10,宮城県,仙台市,80.5,3.4,↘️北西,,0,14.2,0,65,6.4,10.8,1009.2,173.0,0,0,0
1988-11,宮城県,仙台市,17.0,3.7,↘️北西,,0,7.2,0,64,6.0,6.5,1008.0,135.5,1,0,0
1988-12,宮城県,仙台市,3.0,3.5,↘️北西,,0,4.4,5,62,4.8,5.3,1011.5,159.2,14,0,0
1989-01,宮城県,仙台市,67.5,3.8,↘️北西,,0,3.1,12,66,6.2,5.2,1014.6,133.7,13,0,0
1989-02,宮城県,仙台市,56.0,3.5,↘️北西,,0,3.3,20,64,6.6,5.0,1013.2,128.0,14,0,0
1989-03,宮城県,仙台市,33.0,4.1,↘️北西,,0,6.2,0,60,6.5,5.8,1009.6,159.8,4,0,0
1989-04,宮城県,仙台市,217.0,4.3,↘️北西,,0,11.3,0,62,5.7,8.4,1007.3,212.2,0,2,2
1989-05,宮城県,仙台市,100.0,3.1,↖️南東,,0,14.5,0,70,7.8,11.3,1007.0,180.2,0,1,2
1989-06,宮城県,仙台市,129.5,3.1,↖️南東,,0,17.0,0,78,8.4,15.1,1006.7,129.1,0,0,2
1989-07,宮城県,仙台市,106.0,3.2,↖️南東,,0,21.1,0,86,9.4,21.7,1009.3,104.3,0,1,9
1989-08,宮城県,仙台市,251.5,3.1,↖️南東,,0,24.5,0,80,7.6,24.5,1004.0,143.7,0,0,2
1989-09,宮城県,仙台市,261.0,2.5,↘️北西,,0,20.9,0,80,8.9,20.1,1007.9,84.9,0,2,2
1989-10,宮城県,仙台市,84.0,3.4,↘️北西,,0,14.5,0,70,6.0,11.9,1012.2,163.1,0,1,0
1989-11,宮城県,仙台市,55.5,3.2,↘️北西,,0,10.9,0,69,6.6,9.4,1014.1,111.8,1,1,0
1989-12,宮城県,仙台市,33.0,3.7,↘️北西,,0,5.0,5,64,5.9,5.6,1011.0,131.4,12,0,0
1990-01,宮城県,仙台市,13.0,3.8,↘️北西,,0,0.8,8,63,6.2,4.1,1013.5,128.9,23,0,1
1990-02,宮城県,仙台市,67.0,3.4,↘️北西,,0,4.3,5,68,7.6,5.8,1018.7,94.8,7,0,0
1990-03,宮城県,仙台市,38.0,4.0,↘️北西,,0,6.2,6,58,6.2,5.6,1011.0,186.0,8,1,0
1990-04,宮城県,仙台市,171.0,3.9,↘️北西,,0,10.4,0,69,6.3,8.7,1008.2,168.0,2,0,2
1990-05,宮城県,仙台市,52.5,3.2,↖️南東,,0,16.1,0,68,5.9,12.5,1007.9,218.0,0,2,1
1990-06,宮城県,仙台市,132.0,2.8,↖️南東,,0,20.1,0,78,8.8,18.1,1004.9,129.2,0,0,2
1990-07,宮城県,仙台市,102.0,2.9,↖️南東,,0,22.2,0,80,8.9,21.5,1004.7,102.4,0,2,3
1990-08,宮城県,仙台市,117.0,3.1,↖️南東,,0,25.9,0,76,6.4,25.2,1004.1,201.8,0,5,0
1990-09,宮城県,仙台市,260.0,3.0,↘️北西,,0,22.1,0,77,8.2,20.6,1009.5,115.1,0,3,1
1990-10,宮城県,仙台市,209.5,3.3,↘️北西,,0,16.2,0,71,7.0,13.4,1012.7,140.4,0,0,0
1990-11,宮城県,仙台市,162.5,3.4,↘️北西,,0,11.5,0,70,6.2,9.7,1013.7,126.3,0,1,1
1990-12,宮城県,仙台市,12.5,3.6,↘️北西,,0,7.2,0,63,5.6,6.6,1009.9,133.9,12,0,0
1991-01,宮城県,仙台市,6.0,3.8,↘️北西,,0,2.4,9,64,5.2,4.6,1009.0,153.1,23,0,0
1991-02,宮城県,仙台市,106.0,3.9,↘️北西,,0,1.7,36,66,6.5,4.6,1007.6,127.8,22,0,0
1991-03,宮城県,仙台市,68.0,3.8,↘️北西,,0,5.1,17,63,6.8,5.6,1013.2,164.1,14,0,0
1991-04,宮城県,仙台市,48.0,3.4,↖️南東,,0,11.1,0,64,5.8,8.6,1011.3,225.2,0,0,2
1991-05,宮城県,仙台市,46.0,3.2,↖️南東,,0,15.6,0,66,6.7,11.8,1007.6,205.8,1,1,4
1991-06,宮城県,仙台市,201.0,2.7,↖️南東,,0,20.6,0,80,8.2,19.4,1003.4,132.6,0,1,1
1991-07,宮城県,仙台市,288.0,2.6,↖️南東,,0,21.9,0,84,9.1,21.8,1002.5,81.9,0,4,7
1991-08,宮城県,仙台市,358.0,2.7,↖️南東,,0,22.2,0,83,7.9,22.2,1003.9,130.4,0,2,5
1991-09,宮城県,仙台市,268.5,2.9,↘️北西,,0,20.6,0,81,8.5,19.8,1008.6,86.5,0,1,2
1991-10,宮城県,仙台市,347.0,3.3,⬇️北,,0,15.5,0,75,8.2,13.2,1009.1,94.4,0,1,0
1991-11,宮城県,仙台市,41.5,3.2,↘️北西,,0,8.9,0,66,5.3,7.7,1014.9,129.8,2,0,1
1991-12,宮城県,仙台市,18.5,3.6,↘️北西,,0,4.9,13,67,5.3,6.0,1014.1,112.3,11,0,1
1992-01,宮城県,仙台市,23.0,3.5,↘️北西,,0,2.7,14,65,5.0,4.8,1012.1,147.1,17,0,0
1992-02,宮城県,仙台市,9.0,4.1,↘️北西,,0,2.4,21,60,5.2,4.4,1008.4,173.4,19,0,0
1992-03,宮城県,仙台市,108.0,3.6,↘️北西,,0,5.0,57,66,6.5,5.8,1014.6,143.4,13,0,0
1992-04,宮城県,仙台市,156.5,3.9,↖️南東,,0,10.1,0,66,6.3,7.9,1006.5,173.3,2,0,0
1992-05,宮城県,仙台市,120.0,3.7,↖️南東,,0,13.3,0,69,7.6,10.6,1006.0,156.8,1,4,1
1992-06,宮城県,仙台市,134.5,3.3,↖️南東,,0,17.3,0,77,7.6,15.0,1005.6,159.2,0,3,7
1992-07,宮城県,仙台市,103.5,2.7,↖️南東,,0,22.5,0,78,7.9,21.0,1003.3,140.4,0,0,9
1992-08,宮城県,仙台市,83.0,2.6,↖️南東,,0,23.4,0,85,8.3,24.6,1007.8,119.0,0,4,8
1992-09,宮城県,仙台市,47.5,3.5,↘️北西,,0,19.9,0,72,6.9,17.0,1007.9,151.1,0,0,1
1992-10,宮城県,仙台市,145.0,3.0,⬇️北,,0,14.7,0,75,6.9,12.7,1012.1,131.4,0,0,1
1992-11,宮城県,仙台市,19.0,3.3,⬇️北,,0,9.7,0,70,5.9,8.7,1015.2,143.1,2,0,0
1992-12,宮城県,仙台市,28.0,3.4,↘️北西,,0,5.0,9,71,7.0,6.3,1012.1,105.5,13,0,0
1993-01,宮城県,仙台市,47.0,3.7,↘️北西,,0,2.8,16,70,7.0,5.2,1012.2,111.3,17,0,0
1993-02,宮城県,仙台市,82.0,4.3,↘️北西,,0,3.4,8,64,6.0,5.0,1006.9,140.5,17,0,0
1993-03,宮城県,仙台市,39.5,3.9,↘️北西,,0,4.6,9,61,5.7,5.2,1010.3,165.3,12,0,0
1993-04,宮城県,仙台市,46.5,4.3,↘️北西,,0,9.5,0,53,5.6,6.2,1007.0,202.3,2,0,3
1993-05,宮城県,仙台市,138.0,3.5,↖️南東,,0,14.4,0,67,6.7,10.8,1007.2,196.5,0,0,0
1993-06,宮城県,仙台市,124.0,3.1,↖️南東,,0,18.1,0,82,8.8,16.9,1003.0,94.1,0,1,1
1993-07,宮城県,仙台市,313.5,2.7,↖️南東,,0,18.5,0,88,9.5,18.8,1005.5,55.3,0,0,7
1993-08,宮城県,仙台市,229.5,3.0,↖️南東,,0,21.6,0,81,8.3,20.9,1005.2,115.9,0,2,5
1993-09,宮城県,仙台市,221.0,2.8,↘️北西,,0,19.8,0,79,8.0,18.1,1008.6,106.6,0,1,0
1993-10,宮城県,仙台市,78.0,3.3,↘️北西,,0,14.1,0,69,6.0,11.3,1012.3,170.3,0,1,0
1993-11,宮城県,仙台市,113.0,3.2,↘️北西,,0,10.5,0,69,5.7,9.0,1015.5,126.0,1,0,1
1993-12,宮城県,仙台市,33.5,3.9,↘️北西,,0,4.6,11,67,6.5,5.7,1012.0,108.1,10,0,0
1994-01,宮城県,仙台市,11.0,3.5,↘️北西,,0,1.8,14,65,6.0,4.5,1010.5,128.5,18,0,0
1994-02,宮城県,仙台市,52.5,5.0,↘️北西,,0,2.8,19,63,6.1,4.7,1003.1,164.6,15,0,0
1994-03,宮城県,仙台市,80.5,4.1,↘️北西,,0,4.0,0,59,5.8,4.7,1012.2,201.5,14,0,1
1994-04,宮城県,仙台市,6.5,4.0,↘️北西,,0,11.0,0,55,6.0,7.2,1009.1,235.2,3,0,0
1994-05,宮城県,仙台市,111.0,3.5,⬆️南,,0,15.5,0,70,6.7,12.3,1005.9,200.0,0,0,2
1994-06,宮城県,仙台市,79.0,2.7,↖️南東,,0,18.6,0,80,8.1,17.0,1004.3,143.1,0,3,5
1994-07,宮城県,仙台市,61.0,2.5,↖️南東,,0,24.2,0,83,7.6,24.8,1003.1,172.7,0,0,6
1994-08,宮城県,仙台市,102.5,2.9,↖️南東,,0,26.6,0,79,5.8,27.2,1007.6,226.8,0,5,1
1994-09,宮城県,仙台市,638.5,3.1,↘️北西,,0,22.2,0,81,7.3,21.5,1005.2,120.4,0,3,0
1994-10,宮城県,仙台市,61.5,2.8,↘️北西,,0,16.6,0,73,7.5,14.0,1012.8,113.6,0,0,0
1994-11,宮城県,仙台市,5.5,3.3,↘️北西,,0,9.6,0,65,4.9,8.0,1017.5,153.5,1,0,0
1994-12,宮城県,仙台市,29.5,3.7,↘️北西,,0,4.4,3,66,5.6,5.6,1013.0,148.7,11,0,0
1995-01,宮城県,仙台市,31.0,3.7,↘️北西,,0,1.1,14,66,5.6,4.4,1008.6,159.8,23,0,0
1995-02,宮城県,仙台市,14.5,3.6,↘️北西,,0,2.4,12,62,5.6,4.5,1010.7,175.5,14,0,0
1995-03,宮城県,仙台市,119.5,3.8,↘️北西,,0,4.7,5,70,7.3,6.0,1011.1,125.9,11,0,0
1995-04,宮城県,仙台市,61.0,4.4,↘️北西,,0,11.3,0,65,6.9,9.0,1008.3,189.0,2,0,1
